key,nl,en,es,zh,status,source,notes
routes.location.noNextStopAvailable,Er is momenteel geen volgende stop beschikbaar,No next stop is currently available,No next stop is currently available,No next stop is currently available,REVIEW,routes,"Untranslated or loanword clone (es=en, zh=en); human translation recommended"
routes.location.noneYet,Er is nog geen bezorgerlocatie geregistreerd.,No courier location has been recorded yet.,No courier location has been recorded yet.,No courier location has been recorded yet.,REVIEW,routes,"Untranslated or loanword clone (es=en, zh=en); human translation recommended"
routes.location.notLiveGps,"Dit is de stad van de laatst geregistreerde stop van de bezorger, geen live GPS-tracking.","This is the city of the courier's latest recorded stop, not live GPS tracking.","This is the city of the courier's latest recorded stop, not live GPS tracking.","This is the city of the courier's latest recorded stop, not live GPS tracking.",REVIEW,routes,"Untranslated or loanword clone (es=en, zh=en); human translation recommended"
routes.location.recordedAtLabel,Laatst bijgewerkt,Last updated,Last updated,Last updated,REVIEW,routes,"Untranslated or loanword clone (es=en, zh=en); human translation recommended"
routes.location.source.arrival,Geregistreerd bij aankomst,Recorded on arrival,Recorded on arrival,Recorded on arrival,REVIEW,routes,"Untranslated or loanword clone (es=en, zh=en); human translation recommended"
routes.location.source.arrivalAtStop,Geregistreerd toen de bezorger aankwam bij stop {sequence},Recorded when the courier arrived at stop {sequence},Recorded when the courier arrived at stop {sequence},Recorded when the courier arrived at stop {sequence},REVIEW,routes,"Untranslated or loanword clone (es=en, zh=en); human translation recommended"
routes.location.source.delivery,Geregistreerd bij leveringsbevestiging,Recorded on delivery confirmation,Recorded on delivery confirmation,Recorded on delivery confirmation,REVIEW,routes,"Untranslated or loanword clone (es=en, zh=en); human translation recommended"
routes.location.source.deliveryAtStop,Geregistreerd toen levering werd bevestigd bij stop {sequence},Recorded when delivery was confirmed at stop {sequence},Recorded when delivery was confirmed at stop {sequence},Recorded when delivery was confirmed at stop {sequence},REVIEW,routes,"Untranslated or loanword clone (es=en, zh=en); human translation recommended"
routes.location.title,Voortgang bezorger,Courier progress,Courier progress,Courier progress,REVIEW,routes,"Untranslated or loanword clone (es=en, zh=en); human translation recommended"
routes.location.unavailable,Bezorgerlocatie kon niet worden geladen,Unable to load courier location,Unable to load courier location,Unable to load courier location,REVIEW,routes,"Untranslated or loanword clone (es=en, zh=en); human translation recommended"
routes.location.updatesAfterArrivalOrDelivery,De locatie wordt bijgewerkt nadat je aankomst registreert of levering bevestigt.,Location updates after you record arrival or confirm delivery.,Location updates after you record arrival or confirm delivery.,Location updates after you record arrival or confirm delivery.,REVIEW,routes,"Untranslated or loanword clone (es=en, zh=en); human translation recommended"
routes.location.yourDeliveryIsNext,Jouw levering is als volgende,Your delivery is next,Your delivery is next,Your delivery is next,REVIEW,routes,"Untranslated or loanword clone (es=en, zh=en); human translation recommended"
routes.location.yourLastRecordedLocation,Je laatst geregistreerde locatie,Your last recorded location,Your last recorded location,Your last recorded location,REVIEW,routes,"Untranslated or loanword clone (es=en, zh=en); human translation recommended"
routes.planning.description,Genereer dagelijkse bezorgroutes vanuit actieve routetemplates en beheer uitvoeringsstatus.,Generate daily delivery routes from active route templates and manage execution status.,Generate daily delivery routes from active route templates and manage execution status.,Generate daily delivery routes from active route templates and manage execution status.,REVIEW,routes,"Untranslated or loanword clone (es=en, zh=en); human translation recommended"
routes.planning.empty.description,Genereer een route vanuit een actieve template.,Generate a route from an active template.,Generate a route from an active template.,Generate a route from an active template.,REVIEW,routes,"Untranslated or loanword clone (es=en, zh=en); human translation recommended"
routes.planning.empty.title,Geen routes voor deze datum,No routes for this date,No routes for this date,No routes for this date,REVIEW,routes,"Untranslated or loanword clone (es=en, zh=en); human translation recommended"
routes.planning.title,Routeplanning,Route planning,Route planning,Route planning,REVIEW,routes,"Untranslated or loanword clone (es=en, zh=en); human translation recommended"
routes.skippedPharmacies,{count} overgeslagen apotheek | {count} overgeslagen apotheken,{count} skipped pharmacy | {count} skipped pharmacies,{count} skipped pharmacy | {count} skipped pharmacies,{count} skipped pharmacy | {count} skipped pharmacies,REVIEW,routes,"Untranslated or loanword clone (es=en, zh=en); human translation recommended"
routes.status.changeFailed,Statuswijziging mislukt,Status change failed,Status change failed,Status change failed,REVIEW,routes,"Untranslated or loanword clone (es=en, zh=en); human translation recommended"
routes.status.complete,Voltooien,Complete,Complete,Complete,REVIEW,routes,"Untranslated or loanword clone (es=en, zh=en); human translation recommended"
routes.status.confirmCancel,Bevestig annulering van deze route. Bestellingen en voorraad blijven ongewijzigd.,Confirm cancellation of this route. Orders and stock remain unchanged.,Confirm cancellation of this route. Orders and stock remain unchanged.,Confirm cancellation of this route. Orders and stock remain unchanged.,REVIEW,routes,"Untranslated or loanword clone (es=en, zh=en); human translation recommended"
routes.status.confirmComplete,Bevestig dat deze route voltooid is. Bestellingen worden niet automatisch als geleverd gemarkeerd.,Confirm that this route is completed. Orders are not automatically marked as delivered.,Confirm that this route is completed. Orders are not automatically marked as delivered.,Confirm that this route is completed. Orders are not automatically marked as delivered.,REVIEW,routes,"Untranslated or loanword clone (es=en, zh=en); human translation recommended"
routes.status.confirmStart,Bevestig dat deze route gestart wordt.,Confirm that this route is being started.,Confirm that this route is being started.,Confirm that this route is being started.,REVIEW,routes,"Untranslated or loanword clone (es=en, zh=en); human translation recommended"
routes.status.confirmTitle,Route {action},Route {action},Route {action},Route {action},REVIEW,routes,"Untranslated or loanword clone (nl=en, es=en, zh=en); human translation recommended"
routes.status.reasonOptional,Reden (optioneel),Reason (optional),Reason (optional),Reason (optional),REVIEW,routes,"Untranslated or loanword clone (es=en, zh=en); human translation recommended"
routes.status.reasonPlaceholder,Bijv. bezorger niet beschikbaar,E.g. courier unavailable,E.g. courier unavailable,E.g. courier unavailable,REVIEW,routes,"Untranslated or loanword clone (es=en, zh=en); human translation recommended"
routes.statusHistory,Statusgeschiedenis,Status history,Status history,Status history,REVIEW,routes,"Untranslated or loanword clone (es=en, zh=en); human translation recommended"
routes.statusHistory.entry,{before} → {after} · {date},{before} → {after} · {date},{before} → {after} · {date},{before} → {after} · {date},REVIEW,routes,"Untranslated or loanword clone (nl=en, es=en, zh=en); human translation recommended"
routes.statusHistory.entryWithReason,{before} → {after} · {date} ({reason}),{before} → {after} · {date} ({reason}),{before} → {after} · {date} ({reason}),{before} → {after} · {date} ({reason}),REVIEW,routes,"Untranslated or loanword clone (nl=en, es=en, zh=en); human translation recommended"
routes.stop.doses,{count} dosis | {count} dosissen,{count} dose | {count} doses,{count} dose | {count} doses,{count} dose | {count} doses,REVIEW,routes,"Untranslated or loanword clone (es=en, zh=en); human translation recommended"
routes.stop.empty.description,Geen kwalificerende bestellingen voor de template-stops. Overgeslagen apotheken staan in de auditlijst.,No qualifying orders for the template stops. Skipped pharmacies are listed in the audit list.,No qualifying orders for the template stops. Skipped pharmacies are listed in the audit list.,No qualifying orders for the template stops. Skipped pharmacies are listed in the audit list.,REVIEW,routes,"Untranslated or loanword clone (es=en, zh=en); human translation recommended"
routes.stop.empty.title,Lege route,Empty route,Empty route,Empty route,REVIEW,routes,"Untranslated or loanword clone (es=en, zh=en); human translation recommended"
routes.stop.orders,{count} bestelling | {count} bestellingen,{count} order | {count} orders,{count} order | {count} orders,{count} order | {count} orders,REVIEW,routes,"Untranslated or loanword clone (es=en, zh=en); human translation recommended"
routes.stop.summary,{orders} · {doses},{orders} · {doses},{orders} · {doses},{orders} · {doses},REVIEW,routes,"Untranslated or loanword clone (nl=en, es=en, zh=en); human translation recommended"
